1,U.S.S.R/Russia
2,U.S.
3,Mongolia
4,Romania
5,France
6,Czechoslovakia
7,Poland
8,Germany
9,Bulgaria
10,Hungry
11,Vietnam
12,Cuba
13,India
14,Canada
15,Saudi Arabia
16,Netherland
17,Mexico
18,Syria
19,Afghanistan
20,Japan
21,U.K.
22,Austria
23,Belgium
24,Switzerland
25,Italy
26,Australia
27,U.S.S.R/Ukraine
28,Slovakia
29,Republic of South Africa
30,U.K./U.S.
31,Israel
32,China
33,Brazil
34,Sweden
35,Malysia
36,Korea
37,Denmark
38,Kazakhstan
39,UAE
